Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
8467,8467,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
8468,8468,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
8469,8469,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8470,8470,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8471,8471,129084651,Survey,716117817,Where You Live and Work,603945794,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? - SOURCE,,,,Revised,,421525963,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd8PrWater_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8472,8472,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
8473,8473,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
8474,8474,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8475,8475,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8476,8476,129084651,Survey,716117817,Where You Live and Work,603945794,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? - SOURCE,,,,Revised,,940219092,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_8_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
8477,8477,129084651,Survey,716117817,Where You Live and Work,,,,,,,,277312204,Seasonal Address 8- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd8DPWell_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
8478,8478,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
8479,8479,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
8480,8480,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
8481,8481,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
8482,8482,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
8483,8483,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8484,8484,129084651,Survey,716117817,Where You Live and Work,636020848,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,636020848,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd8PrWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8485,8485,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
8486,8486,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
8487,8487,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
8488,8488,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
8489,8489,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
8490,8490,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8491,8491,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8492,8492,129084651,Survey,716117817,Where You Live and Work,636020848,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,311724055,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd8PrWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8493,8493,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
8494,8494,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
8495,8495,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
8496,8496,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
8497,8497,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
8498,8498,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8499,8499,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8500,8500,129084651,Survey,716117817,Where You Live and Work,636020848,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,996493158,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_8_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
8501,8501,129084651,Survey,716117817,Where You Live and Work,304685106,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? - SOURCE,,,,,,304685106,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd9PrWater_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8502,8502,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
8503,8503,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
8504,8504,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8505,8505,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8506,8506,129084651,Survey,716117817,Where You Live and Work,304685106,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? - SOURCE,,,,Revised,,627243012,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd9PrWater_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8507,8507,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
8508,8508,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
8509,8509,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8510,8510,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8511,8511,129084651,Survey,716117817,Where You Live and Work,304685106,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? - SOURCE,,,,Revised,,183816760,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_9_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,1/16/25,,,,Unharmonized source question from question text.
8512,8512,129084651,Survey,716117817,Where You Live and Work,,,,,,,,201989756,Seasonal Address 9- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd9DPWell_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
8513,8513,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
8514,8514,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
8515,8515,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
8516,8516,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
8517,8517,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
8518,8518,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8519,8519,129084651,Survey,716117817,Where You Live and Work,296694684,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,296694684,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd9PrWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8520,8520,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
8521,8521,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
8522,8522,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
8523,8523,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
8524,8524,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
8525,8525,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8526,8526,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8527,8527,129084651,Survey,716117817,Where You Live and Work,296694684,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,741541853,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAdd9PrWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8528,8528,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
8529,8529,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
8530,8530,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
8531,8531,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
8532,8532,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
8533,8533,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8534,8534,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8535,8535,129084651,Survey,716117817,Where You Live and Work,296694684,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,562313563,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_9_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
8536,8536,129084651,Survey,716117817,Where You Live and Work,274780951,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? - SOURCE,,,,,,274780951,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd10PrWater_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8537,8537,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
8538,8538,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
8539,8539,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8540,8540,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8541,8541,129084651,Survey,716117817,Where You Live and Work,274780951,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? - SOURCE,,,,Revised,,561491411,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,,Primary water source,SrvLAW_SeaAdd10PrWater_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8542,8542,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
8543,8543,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
8544,8544,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8545,8545,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8546,8546,129084651,Survey,716117817,Where You Live and Work,274780951,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? - SOURCE,,,,Revised,,673667112,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,,Other: Please describe,SrvLAW_SeasWtr1_10_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
8547,8547,129084651,Survey,716117817,Where You Live and Work,,,,,,,,491337167,Seasonal Address 10- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_SeaAdd10DPWell_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
8548,8548,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
8549,8549,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
8550,8550,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
8551,8551,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
8552,8552,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
8553,8553,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8554,8554,129084651,Survey,716117817,Where You Live and Work,321932473,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,321932473,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAd10PrWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8555,8555,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
8556,8556,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
8557,8557,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
8558,8558,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
8559,8559,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
8560,8560,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8561,8561,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8562,8562,129084651,Survey,716117817,Where You Live and Work,321932473,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,978628128,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_SeaAd10PrWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up variable name, and updated variable length."
8563,8563,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
8564,8564,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
8565,8565,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
8566,8566,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
8567,8567,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
8568,8568,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
8569,8569,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
8570,8570,129084651,Survey,716117817,Where You Live and Work,321932473,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,641655118,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_SeasWtr3_10_Oth_V1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
8571,8571,129084651,Survey,716117817,Where You Live and Work,,,,,,,,277348878,What was the street address of your childhood home (where you lived when you were about 13 years old)?,,,Childhood address given,SrvLAW_ChildAddGiv_v1r0,,Num,2,778052314,0 = I lived at a previous address already entered [Insert list of previously entered residences for participants to select from (from HOMEADD1 - HOMEADD3)],,No,No,,,,,,1/12/22,,,,
8572,8572,,,,,,,,,,,,,,,,,,,,,751569137,1 = Not listed here,,,,,,,,,,,,,
8573,8573,129084651,Survey,716117817,Where You Live and Work,,,,,,New,8/29/22,720221117,Which previously entered address did you live at when you were about 13 years old?,,,Previously listed childhood address,SrvLAW_ChildAddPre_v1r0,,Num,2,658491312,0 = Current Address,,No,Yes,"Addresses are piped into the response variables from previous answers.  The number of options is limited by the number of address given by the participant. Only there response variabler code (0, 1, 2, etc) is saved on the back end of Quest. Once the concept IDs are assigned to each response option, that's what will be saved as the response in BigQuery.",,,,,2/2/23,,,,Denoted variable as New and added date pushed to prod
8574,8574,,,,,,,,,,,,,,,,,,,,,351928156,1 = Previous address 1,,,,,,,,,,,,,
8575,8575,,,,,,,,,,,,,,,,,,,,,510681016,2 = Previous address 2,,,,,,,,,,,,,
8576,8576,,,,,,,,,,,,,,,,,,,,,451961786,3 = Previous address 3,,,,,,,,,,,,,
8577,8577,,,,,,,,,,,,,,,,,,,,,902342161,4 = Previous address 4,,,,,,,,,,,,,
8578,8578,,,,,,,,,,,,,,,,,,,,,928670216,5 = Previous address 5,,,,,,,,,,,,,
8579,8579,,,,,,,,,,,,,,,,,,,,,354020985,6 = Previous address 6,,,,,,,,,,,,,
8580,8580,,,,,,,,,,,,,,,,,,,,,583113200,7 = Previous address 7,,,,,,,,,,,,,
8581,8581,,,,,,,,,,,,,,,,,,,,,458045785,8 = Previous address 8,,,,,,,,,,,,,
8582,8582,,,,,,,,,,,,,,,,,,,,,487265825,9 = Previous address 9,,,,,,,,,,,,,
8583,8583,,,,,,,,,,,,,,,,,,,,,883331099,10 = Previous address 10,,,,,,,,,,,,,
8584,8584,129084651,Survey,716117817,Where You Live and Work,632533534,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can.",,,,,,284547539,Childhood street number,,,Street number,SrvLAW_ChildStNum_v1r0,,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,,Added range check to Notes
8585,8585,129084651,Survey,716117817,Where You Live and Work,632533534,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can.",,,,,,802585033,Childhood Full Street name,,,Full Street name,SrvLAW_ChildFullSt_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,
8586,8586,129084651,Survey,716117817,Where You Live and Work,632533534,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can.",,,,,,746533238,"Childhood Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_ChildApt_v1r0,,Char,70,,,,No,Yes,,,,,,,,,,
8587,8587,129084651,Survey,716117817,Where You Live and Work,632533534,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can.",,,,,,128827522,Childhood City,,,City,SrvLAW_ChildCity_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,
8588,8588,129084651,Survey,716117817,Where You Live and Work,632533534,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can.",,,,,,439447560,Childhood State/Province,,,State/Province,SrvLAW_ChildState_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,
8589,8589,129084651,Survey,716117817,Where You Live and Work,632533534,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can.",,,,,,286781627,Childhood Zip code,,,Zip code,SrvLAW_ChildZip_v1r0,,Char,8,,,,No,Yes,,,,,,7/25/22,,,,
8590,8590,129084651,Survey,716117817,Where You Live and Work,632533534,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can.",,,,,,733929451,Childhood Country,,,Country,SrvLAW_ChildCountry_v1r0,,Char,300,,,,No,Yes,,,,,,,,,,
8591,8591,129084651,Survey,716117817,Where You Live and Work,264797252,Child address- Please provide the following information: - SOURCE,,,,Revised,,890792569,Childhood City - Follow-up,,,City,SrvLAW_ChildCityFU_v1r0,,Char,45,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
8592,8592,129084651,Survey,716117817,Where You Live and Work,264797252,Child address- Please provide the following information: - SOURCE,,,,Revised,,451394598,Childhood State/Province - Follow-up,,,State/Province,SrvLAW_ChildStateFU_v1r0,,Char,48,,,,No,Yes,,,,,,,,,,Unharmonized source Q and question text.
8593,8593,129084651,Survey,716117817,Where You Live and Work,264797252,Child address- Please provide the following information: - SOURCE,,,,Revised,,984908796,Childhood Zip code - Follow-up,,,Zip code,SrvLAW_ChildZipFU_v1r0,,Char,8,,,,,,,,,,,,,,,Unharmonized source Q and question text.
